"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","718","handle initial fetch with empty data","Chrome","Thu Apr 16 15:30:03 UTC 2026","passed","Thu Apr 16 15:30:04 UTC 2026","Edge cases and error handling","","",""
"","46","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should retrieve all seeded colors","","Thu Apr 16 15:21:07 UTC 2026","passed","Thu Apr 16 15:21:07 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should retrieve all seeded colors",""
"","245","GET /api/colors/Yellow should return the correct hex code","Chrome","Thu Apr 16 15:29:58 UTC 2026","passed","Thu Apr 16 15:29:58 UTC 2026","Backend API Integration","","",""
"","226","GET /api/colors/Turquoise should return the correct hex code","Chrome","Thu Apr 16 15:29:57 UTC 2026","passed","Thu Apr 16 15:29:57 UTC 2026","Backend API Integration","","",""
"","24","Server Unit Tests Error Handling POST /api/colors returns 500 when database fails (findOne)","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling POST /api/colors returns 500 when database fails (findOne)",""
"","13","Server Unit Tests GET /api/colors returns JSON content type","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors returns JSON content type",""
"","","[HIGH] CVE-2026-25679","","","failed","","","app/node_modules/snyk/wrapper_dist/snyk-linux","stdlib-v1.25.7",""
"","6","Server Unit Tests GET /api/colors/:name returns 404 for a non-existent color","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors/:name returns 404 for a non-existent color",""
"","18","Frontend Unit Tests App Component handleColorClick handles fetch rejection and logs exact message","","Thu Apr 16 15:20:22 UTC 2026","passed","Thu Apr 16 15:20:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handleColorClick handles fetch rejection and logs exact message",""
"","856","should gracefully handle a color not found in the database","Chrome","Thu Apr 16 15:30:15 UTC 2026","passed","Thu Apr 16 15:30:16 UTC 2026","Network Mocking & Interception","","",""
"","742","should handle missing image gracefully by showing alt text","Chrome","Thu Apr 16 15:30:14 UTC 2026","passed","Thu Apr 16 15:30:14 UTC 2026","Network Mocking & Interception","","",""
"","5511","should maintain accessibility after state change (color update)","Chrome","Thu Apr 16 15:29:45 UTC 2026","passed","Thu Apr 16 15:29:51 UTC 2026","Accessibility Tests","","",""
"","1732","should maintain accessibility in es language and verify resilient locators","Chrome","Thu Apr 16 15:29:54 UTC 2026","passed","Thu Apr 16 15:29:56 UTC 2026","i18n Accessibility Tests","","",""
"Performance Test: UI Performance Test
File: ui-performance.spec.ts
Total Iterations: 1
Max VUs: 1

HTTP Request Duration:
- Avg: 3.18ms
- P(95): 3.18ms
- Max: 3.18ms

Full metrics attached in the results.","32699","UI Performance Test","Performance","Thu Apr 16 15:24:26 UTC 2026","passed","Thu Apr 16 15:24:59 UTC 2026","ui-performance.spec.ts","UI Performance Test","",""
"","817","changing color to Yellow should reflect in UI and DOM","Chrome","Thu Apr 16 15:30:09 UTC 2026","passed","Thu Apr 16 15:30:10 UTC 2026","Data-Driven Testing","","",""
"","4","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)",""
"","1291","should create color via API and verify through UI","Chrome","Thu Apr 16 15:30:12 UTC 2026","passed","Thu Apr 16 15:30:14 UTC 2026","Hybrid E2E Testing","","",""
"","6","Server Unit Tests POST /api/colors returns 400 for completely empty body","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for completely empty body",""
"","39","Frontend Unit Tests App Component learn react link has exact text","","Thu Apr 16 15:20:22 UTC 2026","passed","Thu Apr 16 15:20:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component learn react link has exact text",""
"","","[HIGH] CVE-2026-39883","","","failed","","","app/node_modules/snyk/wrapper_dist/snyk-linux","go.opentelemetry.io/otel/sdk-v1.40.0",""
"","21","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 409 when creating a duplicate color name","","Thu Apr 16 15:21:07 UTC 2026","passed","Thu Apr 16 15:21:07 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 409 when creating a duplicate color name",""
"","582","should return 409 for duplicate color creation","Chrome","Thu Apr 16 15:29:58 UTC 2026","passed","Thu Apr 16 15:29:58 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","9","Server Unit Tests seedDatabase clears existing colors and re-seeds with 3 defaults","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests seedDatabase clears existing colors and re-seeds with 3 defaults",""
"","1529","POST /api/colors","","","passed","","","schemathesis","",""
"","4","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails",""
"","5","Server Unit Tests POST /api/colors accepts names with alphanumeric characters and spaces","","Thu Apr 16 15:20:58 UTC 2026","passed","Thu Apr 16 15:20:58 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors accepts names with alphanumeric characters and spaces",""
"","2","Frontend Unit Tests i18n Configuration should have defined resources for en, es, el","","Thu Apr 16 15:20:22 UTC 2026","passed","Thu Apr 16 15:20:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should have defined resources for en, es, el",""
