"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Frontend Unit Tests i18n Configuration should be initialized with correct settings","","Fri Mar 20 15:42:28 UTC 2026","passed","Fri Mar 20 15:42:28 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should be initialized with correct settings",""
"","5393","should load the application and verify core functionality across browsers","WebKit","Fri Mar 20 15:45:48 UTC 2026","passed","Fri Mar 20 15:45:53 UTC 2026","Cross-Browser Core Functionality","","",""
"","57","should reject updating with empty name","Chrome","Fri Mar 20 15:45:47 UTC 2026","passed","Fri Mar 20 15:45:47 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","tests/api.spec.ts","",""
"","606","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Fri Mar 20 15:45:41 UTC 2026","passed","Fri Mar 20 15:45:42 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","985","should render correctly on mobile viewport","Chrome","Fri Mar 20 15:46:33 UTC 2026","passed","Fri Mar 20 15:46:34 UTC 2026","Responsive Design Testing","","",""
"","21","should reject empty name","Chrome","Fri Mar 20 15:45:47 UTC 2026","passed","Fri Mar 20 15:45:47 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","tests/api.spec.ts","",""
"","4","Server Unit Tests POST /api/colors returns 400 for invalid hex format (too short)","","Fri Mar 20 15:42:22 UTC 2026","passed","Fri Mar 20 15:42:22 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for invalid hex format (too short)",""
"","187","should create a new color with valid schema","Chrome","Fri Mar 20 15:45:47 UTC 2026","passed","Fri Mar 20 15:45:47 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","tests/api.spec.ts","",""
"","805","Example #2","BDD","Fri Mar 20 15:45:43 UTC 2026","passed","Fri Mar 20 15:45:43 UTC 2026","Home Page Background Color > Change background color","","",""
"","197","should return 409 for duplicate color creation","Chrome","Fri Mar 20 15:45:47 UTC 2026","passed","Fri Mar 20 15:45:47 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","tests/api.spec.ts","",""
