"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","863","should handle fetch colors network failure gracefully","Chrome","Thu Jun 04 09:37:36 UTC 2026","passed","Thu Jun 04 09:37:37 UTC 2026","UI Error Handling Coverage","","",""
"","21","Server Integration Tests (Testcontainers) Concurrent writes should handle simultaneous POSTs with the same name — exactly one succeeds","","Thu Jun 04 09:25:59 UTC 2026","passed","Thu Jun 04 09:25:59 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) Concurrent writes should handle simultaneous POSTs with the same name — exactly one succeeds",""
"","0","Utility Functions hslToRgb lightness=1 gives white","","Thu Jun 04 09:26:17 UTC 2026","passed","Thu Jun 04 09:26:17 UTC 2026","","Utility Functions","Utility Functions hslToRgb lightness=1 gives white",""
"","5","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)","","Thu Jun 04 09:26:07 UTC 2026","passed","Thu Jun 04 09:26:07 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)",""
"","2420","should maintain accessibility in es language and verify resilient locators","Chrome","Thu Jun 04 09:37:10 UTC 2026","passed","Thu Jun 04 09:37:13 UTC 2026","i18n Accessibility Tests","","",""
"","68","Frontend Unit Tests App Component handles null data from initial fetch gracefully","","Thu Jun 04 09:26:17 UTC 2026","passed","Thu Jun 04 09:26:17 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles null data from initial fetch gracefully",""
"","3","Server Unit Tests Surviving Mutants & Edge Cases Mongoose Schema Strictness kills empty schema mutant by checking schema paths","","Thu Jun 04 09:26:07 UTC 2026","passed","Thu Jun 04 09:26:07 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Mongoose Schema Strictness kills empty schema mutant by checking schema paths",""
"","123","SQL injection characters in name are rejected (400)","Chrome","Thu Jun 04 09:37:45 UTC 2026","passed","Thu Jun 04 09:37:45 UTC 2026","Security > Injection Prevention","","",""
"","1189","should load the application and verify core functionality across browsers","Chrome","Thu Jun 04 09:37:34 UTC 2026","passed","Thu Jun 04 09:37:35 UTC 2026","Cross-Browser Core Functionality","","",""
"","25","Component Tests ConfirmDialog cancel button calls onCancel","","Thu Jun 04 09:26:17 UTC 2026","passed","Thu Jun 04 09:26:17 UTC 2026","","Component Tests","Component Tests ConfirmDialog cancel button calls onCancel",""
"","4","Server Unit Tests PUT /api/colors/:name returns 400 for invalid current name format in URL","","Thu Jun 04 09:26:07 UTC 2026","passed","Thu Jun 04 09:26:07 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name returns 400 for invalid current name format in URL",""
"","1","homepage after color change","Chrome","Thu Jun 04 09:33:18 UTC 2026","skipped","Thu Jun 04 09:33:18 UTC 2026","Percy Visual Regression – Production > Percy – mobile (375×667)","","",""
"","1","Frontend Unit Tests i18n Configuration should handle language change correctly","","Thu Jun 04 09:26:19 UTC 2026","passed","Thu Jun 04 09:26:19 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should handle language change correctly",""
