"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Frontend Unit Tests i18n Configuration should handle language change correctly","","Sun Mar 29 16:26:41 UTC 2026","passed","Sun Mar 29 16:26:41 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should handle language change correctly",""
"","8","Server Unit Tests GET /api/colors/:name returns Yellow color correctly","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors/:name returns Yellow color correctly",""
"","800","should handle missing image gracefully by showing alt text","Chrome","Sun Mar 29 16:29:42 UTC 2026","passed","Sun Mar 29 16:29:43 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","","[HIGH] CVE-2026-31802","","","failed","","","Node.js","tar-7.5.1",""
"","2","Frontend Unit Tests i18n Configuration should have defined resources for en, es, el","","Sun Mar 29 16:26:41 UTC 2026","passed","Sun Mar 29 16:26:41 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should have defined resources for en, es, el",""
"","4","Server Unit Tests Surviving Mutants & Edge Cases Allowed Methods kills mutants in allowedMethods object","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Allowed Methods kills mutants in allowedMethods object",""
"","10","Server Unit Tests GET /api/colors returns an empty array when no colors exist","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors returns an empty array when no colors exist",""
"","5","Server Unit Tests DELETE /api/colors/:name returns 404 for a non-existent color","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests DELETE /api/colors/:name returns 404 for a non-existent color",""
"","10","Server Unit Tests PUT /api/colors/:name updates the hex of an existing color","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name updates the hex of an existing color",""
"","896","changing color to Yellow should reflect in UI and DOM","Chrome","Sun Mar 29 16:30:01 UTC 2026","passed","Sun Mar 29 16:30:02 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","36","should reject invalid hex format on update","Chrome","Sun Mar 29 16:30:02 UTC 2026","passed","Sun Mar 29 16:30:02 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","","[HIGH] CVE-2025-64756","","","failed","","","Node.js","glob-11.0.3",""
"","7","Server Unit Tests Surviving Mutants & Edge Cases PUT logic kills name/hex conditional mutants by providing only one field","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases PUT logic kills name/hex conditional mutants by providing only one field",""
"","55","Frontend Unit Tests App Component handles non-array with length property from initial fetch","","Sun Mar 29 16:26:41 UTC 2026","passed","Sun Mar 29 16:26:41 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles non-array with length property from initial fetch",""
"","5","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails","","Sun Mar 29 16:26:26 UTC 2026","passed","Sun Mar 29 16:26:26 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails",""
"","3493","should load the application and verify core functionality across browsers","WebKit","Sun Mar 29 16:30:17 UTC 2026","passed","Sun Mar 29 16:30:21 UTC 2026","Cross-Browser Core Functionality","","",""
"","3884","GET /api/colors/{name}","","","passed","","","schemathesis","",""
"","1211","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Sun Mar 29 16:29:59 UTC 2026","passed","Sun Mar 29 16:30:00 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
