"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","802","verify Turquoise ( #1abc9c ) is applied as the background color","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:19 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","374","should handle fetch colors network failure gracefully","Chrome","Wed Mar 18 15:46:21 UTC 2026","passed","Wed Mar 18 15:46:22 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","1556","PUT /api/colors/{name}","","","passed","","","schemathesis","",""
"","1836","should maintain accessibility in en language and verify resilient locators","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:15 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","50","should reject missing hex","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","431","should create dynamic random color via API and verify through UI","Chrome","Wed Mar 18 15:46:27 UTC 2026","passed","Wed Mar 18 15:46:27 UTC 2026","Random Data Testing with faker.js","tests/random-data.spec.ts","",""
"","1255","homepage should match snapshot","Chrome","Wed Mar 18 15:47:08 UTC 2026","passed","Wed Mar 18 15:47:09 UTC 2026","Visual Regression","","",""
"","20","GET /api/colors/:name should return 404 for non-existent color","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","1377","POST /api/colors","","","passed","","","schemathesis","",""
"","693","check Turquoise ( #1abc9c) is the default background color.","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:19 UTC 2026","","tests/coverage.spec.ts","",""
"","574","should handle missing image gracefully by showing alt text","Chrome","Wed Mar 18 15:46:25 UTC 2026","passed","Wed Mar 18 15:46:25 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","37","GET /api/colors/Turquoise should return the correct hex code","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","2156","should load the application and verify core functionality across browsers","Firefox","Wed Mar 18 15:46:21 UTC 2026","passed","Wed Mar 18 15:46:23 UTC 2026","Cross-Browser Core Functionality","","",""
"","43","should reject invalid hex format on update","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","497","should load the application and verify core functionality across browsers","Chrome","Wed Mar 18 15:46:25 UTC 2026","passed","Wed Mar 18 15:46:25 UTC 2026","Cross-Browser Core Functionality","","",""
"","24","GET /api/colors/Yellow should return the correct hex code","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","2148","should not have any automatically detectable accessibility issues","Chrome","Wed Mar 18 15:46:11 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","577","should gracefully handle a color not found in the database","Chrome","Wed Mar 18 15:46:25 UTC 2026","passed","Wed Mar 18 15:46:26 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","585","verify Turquoise ( #1abc9c ) is applied as the background color","Chrome","Wed Mar 18 15:46:25 UTC 2026","passed","Wed Mar 18 15:46:26 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","768","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 18 15:46:26 UTC 2026","passed","Wed Mar 18 15:46:27 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","2170","should maintain accessibility after state change (color update)","Chrome","Wed Mar 18 15:46:11 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","7843","should meet the accessibility threshold using Google Lighthouse","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:21 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","691","changing color to Red should reflect in UI and DOM","Chrome","Wed Mar 18 15:46:21 UTC 2026","passed","Wed Mar 18 15:46:21 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","661","should display colors that do not exist in the database","Chrome","Wed Mar 18 15:46:25 UTC 2026","passed","Wed Mar 18 15:46:25 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","26","GET /api/colors","","","skipped","","","schemathesis","",""
"","1225","should render correctly on mobile viewport","Chrome","Wed Mar 18 15:47:08 UTC 2026","passed","Wed Mar 18 15:47:09 UTC 2026","Responsive Design Testing","","",""
"","1254","should maintain accessibility in el language and verify resilient locators","Chrome","Wed Mar 18 15:46:17 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","896","DELETE /api/colors/{name}","","","passed","","","schemathesis","",""
"","32","should reject updating with empty name","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","636","changing color to Yellow should reflect in UI and DOM","Chrome","Wed Mar 18 15:46:21 UTC 2026","passed","Wed Mar 18 15:46:21 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","6335","should load the application and verify core functionality across browsers","WebKit","Wed Mar 18 15:46:22 UTC 2026","passed","Wed Mar 18 15:46:29 UTC 2026","Cross-Browser Core Functionality","","",""
"","103","should delete an existing color","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration > DELETE /api/colors/:name","tests/api.spec.ts","",""
"","18","GET /api/colors/Red should return the correct hex code","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","799","verify Red ( #e74c3c ) is applied as the background color","Chrome","Wed Mar 18 15:46:26 UTC 2026","passed","Wed Mar 18 15:46:26 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","2747","GET /api/colors/{name}","","","passed","","","schemathesis","",""
"","115","should create a new color with valid schema","Chrome","Wed Mar 18 15:46:12 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","42","should reject empty name","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","876","Example #2","BDD","Wed Mar 18 15:46:17 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Home Page Background Color > Change background color","","",""
"","38","should reject invalid hex format","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"Performance Test: API Performance Test
File: api-performance.spec.ts
Total Iterations: 1016410
Max VUs: 4

HTTP Request Duration:
- Avg: 3.44ms
- P(95): 3.44ms
- Max: 3.44ms

Full metrics attached in the results.","7343","API Performance Test","Performance","Wed Mar 18 15:45:04 UTC 2026","passed","Wed Mar 18 15:45:12 UTC 2026","api-performance.spec.ts","API Performance Test","",""
"","36","should reject missing name","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","25","GET /api/colors should return all colors","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","590","should create color via API and verify through UI","Chrome","Wed Mar 18 15:46:24 UTC 2026","passed","Wed Mar 18 15:46:24 UTC 2026","Hybrid E2E Testing","tests/hybrid.spec.ts","",""
"","1776","should maintain accessibility in es language and verify resilient locators","Chrome","Wed Mar 18 15:46:15 UTC 2026","passed","Wed Mar 18 15:46:17 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","1023","should show loading state when API returns empty colors","Chrome","Wed Mar 18 15:46:23 UTC 2026","passed","Wed Mar 18 15:46:24 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","665","verify Red ( #e74c3c ) is applied as the background color","Chrome","Wed Mar 18 15:46:19 UTC 2026","passed","Wed Mar 18 15:46:20 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","933","Example #1","BDD","Wed Mar 18 15:46:17 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Home Page Background Color > Change background color","","",""
"","1587","should handle color click network failure gracefully","Chrome","Wed Mar 18 15:46:23 UTC 2026","passed","Wed Mar 18 15:46:24 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","670","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 18 15:46:19 UTC 2026","passed","Wed Mar 18 15:46:20 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","75","should return 404 for non-existent color deletion","Chrome","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Backend API Integration > DELETE /api/colors/:name","tests/api.spec.ts","",""
"","33","should reject omitting both name and hex on update","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","39","should return 404 when updating non-existent color","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","134","should return 409 for duplicate color creation","Chrome","Wed Mar 18 15:46:12 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","489","Example #3","BDD","Wed Mar 18 15:46:18 UTC 2026","passed","Wed Mar 18 15:46:18 UTC 2026","Home Page Background Color > Change background color","","",""
"Performance Test: UI Performance Test
File: ui-performance.spec.ts
Total Iterations: 4
Max VUs: 4

HTTP Request Duration:
- Avg: 2.28ms
- P(95): 2.28ms
- Max: 2.28ms

Full metrics attached in the results.","44715","UI Performance Test","Performance","Wed Mar 18 15:46:39 UTC 2026","passed","Wed Mar 18 15:47:24 UTC 2026","ui-performance.spec.ts","UI Performance Test","",""
"","774","changing color to Turquoise should reflect in UI and DOM","Chrome","Wed Mar 18 15:46:20 UTC 2026","passed","Wed Mar 18 15:46:21 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","85","should update a color with valid schema","Chrome","Wed Mar 18 15:46:13 UTC 2026","passed","Wed Mar 18 15:46:13 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
