"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Utility Functions rgbToHex converts pure blue","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Utility Functions","Utility Functions rgbToHex converts pure blue",""
"","4","Server Unit Tests Surviving Mutants & Edge Cases Swagger Metadata & OpenAPI has exact server metadata","","Wed May 06 11:01:28 UTC 2026","passed","Wed May 06 11:01:28 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Swagger Metadata & OpenAPI has exact server metadata",""
"","59","Frontend Unit Tests App Component add color success closes picker and shows new chip","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component add color success closes picker and shows new chip",""
"","0","Utility Functions readableOn returns #fff for a very dark blue","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Utility Functions","Utility Functions readableOn returns #fff for a very dark blue",""
"","68","Frontend Unit Tests App Component handles null data from initial fetch gracefully","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles null data from initial fetch gracefully",""
"","4","Server Unit Tests PUT /api/colors/:name returns 400 for invalid name with special characters","","Wed May 06 11:01:28 UTC 2026","passed","Wed May 06 11:01:28 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name returns 400 for invalid name with special characters",""
"","64","Frontend Unit Tests App Component picker onCancel does nothing when saving=true","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component picker onCancel does nothing when saving=true",""
"","11","Component Tests ColorPicker non-Enter key on name input does not trigger submit","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Utility Functions","Component Tests ColorPicker non-Enter key on name input does not trigger submit",""
"","0","Utility Functions paintWheelPixel paints red at right edge (dx=r, dy=0, hue=0)","","Wed May 06 11:01:30 UTC 2026","passed","Wed May 06 11:01:30 UTC 2026","","Utility Functions","Utility Functions paintWheelPixel paints red at right edge (dx=r, dy=0, hue=0)",""
"","4","Server Unit Tests POST /api/colors returns 400 for name with whitespace","","Wed May 06 11:01:28 UTC 2026","passed","Wed May 06 11:01:28 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for name with whitespace",""
