"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","","[HIGH] CVE-2026-23950","","","failed","","","Node.js","tar-7.5.1",""
"","1014","should render correctly on mobile viewport","Chrome","Mon Mar 30 15:24:16 UTC 2026","passed","Mon Mar 30 15:24:17 UTC 2026","Responsive Design Testing","","",""
"","","[HIGH] CVE-2025-64756","","","failed","","","Node.js","glob-11.0.3",""
"","658","should load the application and verify core functionality across browsers","Chrome","Mon Mar 30 15:23:36 UTC 2026","passed","Mon Mar 30 15:23:37 UTC 2026","Cross-Browser Core Functionality","","",""
"","2","Frontend Unit Tests i18n Configuration should be initialized with correct settings","","Mon Mar 30 15:20:14 UTC 2026","passed","Mon Mar 30 15:20:14 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should be initialized with correct settings",""
"","22","Server Unit Tests POST /api/colors creates a new color and returns 201 with correct body","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors creates a new color and returns 201 with correct body",""
"","28","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should create a new color in the real database","","Mon Mar 30 15:20:16 UTC 2026","passed","Mon Mar 30 15:20:16 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should create a new color in the real database",""
"","3289","should load the application and verify core functionality across browsers","WebKit","Mon Mar 30 15:23:34 UTC 2026","passed","Mon Mar 30 15:23:37 UTC 2026","Cross-Browser Core Functionality","","",""
"","7","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation hex regex kills mutants by testing boundaries and formats","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation hex regex kills mutants by testing boundaries and formats",""
"","18","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should update an existing color","","Mon Mar 30 15:20:16 UTC 2026","passed","Mon Mar 30 15:20:16 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should update an existing color",""
"","28","should reject empty name","Chrome","Mon Mar 30 15:23:20 UTC 2026","passed","Mon Mar 30 15:23:20 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","5","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for invalid hex format (no hash)",""
"","39","Frontend Unit Tests App Component learn react link has exact text","","Mon Mar 30 15:20:14 UTC 2026","passed","Mon Mar 30 15:20:14 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component learn react link has exact text",""
"","8082","should meet the accessibility threshold using Google Lighthouse","Chrome","Mon Mar 30 15:23:26 UTC 2026","passed","Mon Mar 30 15:23:34 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","14","GET /api/colors should return all colors","Chrome","Mon Mar 30 15:23:32 UTC 2026","passed","Mon Mar 30 15:23:32 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","","[HIGH] CVE-2025-64756","","","failed","","","Node.js","glob-10.4.5",""
"","7","Frontend Unit Tests App Component useEffect only runs once on initial render and not on re-render","","Mon Mar 30 15:20:14 UTC 2026","passed","Mon Mar 30 15:20:14 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component useEffect only runs once on initial render and not on re-render",""
"","2299","should maintain accessibility after state change (color update)","Chrome","Mon Mar 30 15:23:23 UTC 2026","passed","Mon Mar 30 15:23:25 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","7","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation STRICT_NAME_REGEX kills mutants on start/end/middle characters","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation STRICT_NAME_REGEX kills mutants on start/end/middle characters",""
"","965","should display colors that do not exist in the database","Chrome","Mon Mar 30 15:23:29 UTC 2026","passed","Mon Mar 30 15:23:30 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","4","Server Unit Tests Error Handling GET /api/colors/:name returns 500 when database fails","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling GET /api/colors/:name returns 500 when database fails",""
"","32","Frontend Unit Tests App Component changes background color and checks exact fetch URL","","Mon Mar 30 15:20:14 UTC 2026","passed","Mon Mar 30 15:20:14 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component changes background color and checks exact fetch URL",""
"","29","GET /api/colors","","","skipped","","","schemathesis","",""
"","3","Server Unit Tests 405 Method Not Allowed sets the Allow header on /api/colors/:name with correct methods","","Mon Mar 30 15:20:13 UTC 2026","passed","Mon Mar 30 15:20:13 UTC 2026","","Server Unit Tests","Server Unit Tests 405 Method Not Allowed sets the Allow header on /api/colors/:name with correct methods",""
