"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1705","should maintain accessibility in es language and verify resilient locators","Chrome","Wed Mar 11 00:24:26 UTC 2026","passed","Wed Mar 11 00:24:27 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","52","should reject missing hex","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","tests/api.spec.ts","",""
"","558","verify Red ( #e74c3c ) is applied as the background color","Chrome","Wed Mar 11 00:24:32 UTC 2026","passed","Wed Mar 11 00:24:32 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","511","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 11 00:24:32 UTC 2026","passed","Wed Mar 11 00:24:33 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","968","should handle fetch colors network failure gracefully","Chrome","Wed Mar 11 00:24:28 UTC 2026","passed","Wed Mar 11 00:24:29 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","824","changing color to Red should reflect in UI and DOM","Chrome","Wed Mar 11 00:24:43 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","1075","should create color via API and verify through UI","Chrome","Wed Mar 11 00:24:29 UTC 2026","passed","Wed Mar 11 00:24:30 UTC 2026","Hybrid E2E Testing","tests/hybrid.spec.ts","",""
"","31","GET /api/colors/Turquoise should return the correct hex code","Chrome","Wed Mar 11 00:24:27 UTC 2026","passed","Wed Mar 11 00:24:27 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","37","should reject omitting both name and hex on update","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","tests/api.spec.ts","",""
"","128","should update a color with valid schema","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","tests/api.spec.ts","",""
"","1974","should load the application and verify core functionality across browsers","Firefox","Wed Mar 11 00:24:30 UTC 2026","passed","Wed Mar 11 00:24:32 UTC 2026","Cross-Browser Core Functionality","tests/cross-browser.spec.ts","",""
"","842","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 11 00:24:42 UTC 2026","passed","Wed Mar 11 00:24:42 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"Performance Test: UI Performance Test
File: ui-performance.spec.ts
Total Iterations: 4
Max VUs: 1

HTTP Request Duration:
- Avg: 2.36ms
- P(95): 2.36ms
- Max: 2.36ms

Full metrics attached in the results.","137951","UI Performance Test","Performance","Wed Mar 11 00:22:43 UTC 2026","passed","Wed Mar 11 00:25:01 UTC 2026","ui-performance.spec.ts","UI Performance Test","",""
"","840","should gracefully handle a color not found in the database","Chrome","Wed Mar 11 00:24:31 UTC 2026","passed","Wed Mar 11 00:24:32 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","3081","should not have any automatically detectable accessibility issues","Chrome","Wed Mar 11 00:24:22 UTC 2026","passed","Wed Mar 11 00:24:25 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","800","should handle missing image gracefully by showing alt text","Chrome","Wed Mar 11 00:24:30 UTC 2026","passed","Wed Mar 11 00:24:31 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","106","should delete an existing color","Chrome","Wed Mar 11 00:24:40 UTC 2026","passed","Wed Mar 11 00:24:40 UTC 2026","Backend API Integration > DELETE /api/colors/:name","tests/api.spec.ts","",""
"","727","changing color to Turquoise should reflect in UI and DOM","Chrome","Wed Mar 11 00:24:42 UTC 2026","passed","Wed Mar 11 00:24:43 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","1016","should render correctly on mobile viewport","Chrome","Wed Mar 11 00:25:20 UTC 2026","passed","Wed Mar 11 00:25:21 UTC 2026","Responsive Design Testing","tests/visual.spec.ts","",""
"","23","GET /api/colors/Yellow should return the correct hex code","Chrome","Wed Mar 11 00:24:28 UTC 2026","passed","Wed Mar 11 00:24:28 UTC 2026","Backend API Integration","tests/api.spec.ts","",""
"","802","verify Turquoise ( #1abc9c ) is applied as the background color","Chrome","Wed Mar 11 00:24:31 UTC 2026","passed","Wed Mar 11 00:24:32 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","1291","should maintain accessibility in el language and verify resilient locators","Chrome","Wed Mar 11 00:24:27 UTC 2026","passed","Wed Mar 11 00:24:29 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","1756","should handle color click network failure gracefully","Chrome","Wed Mar 11 00:24:28 UTC 2026","passed","Wed Mar 11 00:24:30 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","390","Example #3","BDD","Wed Mar 11 00:24:27 UTC 2026","passed","Wed Mar 11 00:24:28 UTC 2026","Home Page Background Color > Change background color","../.features-gen/e2e/features/home.feature.spec.js","",""
"","31","should reject updating with empty name","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","tests/api.spec.ts","",""
"","47","should return 404 when updating non-existent color","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","tests/api.spec.ts","",""
"","1939","should maintain accessibility in en language and verify resilient locators","Chrome","Wed Mar 11 00:24:25 UTC 2026","passed","Wed Mar 11 00:24:27 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","69","should reject empty name","Chrome","Wed Mar 11 00:24:44 UTC 2026","passed","Wed Mar 11 00:24:44 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","tests/api.spec.ts","",""
"","806","Example #1","BDD","Wed Mar 11 00:24:26 UTC 2026","passed","Wed Mar 11 00:24:27 UTC 2026","Home Page Background Color > Change background color","../.features-gen/e2e/features/home.feature.spec.js","",""
