"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122","should return 409 for duplicate color creation","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","2333","should maintain accessibility after state change (color update)","Chrome","Wed Mar 18 08:53:24 UTC 2026","passed","Wed Mar 18 08:53:27 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","1761","should maintain accessibility in es language and verify resilient locators","Chrome","Wed Mar 18 08:53:29 UTC 2026","passed","Wed Mar 18 08:53:30 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","863","verify Turquoise ( #1abc9c ) is applied as the background color","Chrome","Wed Mar 18 08:53:28 UTC 2026","passed","Wed Mar 18 08:53:29 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","37","should reject updating with empty name","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","98","GET /api/colors/Turquoise should return the correct hex code","Chrome","Wed Mar 18 08:53:42 UTC 2026","passed","Wed Mar 18 08:53:42 UTC 2026","Backend API Integration","","",""
"","854","Example #1","BDD","Wed Mar 18 08:53:47 UTC 2026","passed","Wed Mar 18 08:53:48 UTC 2026","Home Page Background Color > Change background color","","",""
"","23","GET /api/colors","","","skipped","","","schemathesis","",""
"","110","GET /api/colors/Red should return the correct hex code","Chrome","Wed Mar 18 08:53:42 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration","","",""
"","2089","should not have any automatically detectable accessibility issues","Chrome","Wed Mar 18 08:53:24 UTC 2026","passed","Wed Mar 18 08:53:27 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","2093","PUT /api/colors/{name}","","","passed","","","schemathesis","",""
"","51","should reject invalid hex format on update","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","575","should create color via API and verify through UI","Chrome","Wed Mar 18 08:53:18 UTC 2026","passed","Wed Mar 18 08:53:19 UTC 2026","Hybrid E2E Testing","tests/hybrid.spec.ts","",""
"","536","should create dynamic random color via API and verify through UI","Chrome","Wed Mar 18 08:53:21 UTC 2026","passed","Wed Mar 18 08:53:21 UTC 2026","Random Data Testing with faker.js","tests/random-data.spec.ts","",""
"","49","should return 404 for non-existent color deletion","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > DELETE /api/colors/:name","","",""
"","616","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 18 08:53:29 UTC 2026","passed","Wed Mar 18 08:53:29 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","58","GET /api/colors/:name should return 404 for non-existent color","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration","","",""
"","679","should gracefully handle a color not found in the database","Chrome","Wed Mar 18 08:53:19 UTC 2026","passed","Wed Mar 18 08:53:20 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","392","should handle fetch colors network failure gracefully","Chrome","Wed Mar 18 08:53:31 UTC 2026","passed","Wed Mar 18 08:53:31 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","68","should reject missing hex","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","480","should load the application and verify core functionality across browsers","Chrome","Wed Mar 18 08:53:55 UTC 2026","passed","Wed Mar 18 08:53:55 UTC 2026","Cross-Browser Core Functionality","","",""
"","1458","should handle color click network failure gracefully","Chrome","Wed Mar 18 08:53:17 UTC 2026","passed","Wed Mar 18 08:53:18 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","567","should handle missing image gracefully by showing alt text","Chrome","Wed Mar 18 08:53:19 UTC 2026","passed","Wed Mar 18 08:53:19 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","35","should reject invalid hex format","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","2935","GET /api/colors/{name}","","","passed","","","schemathesis","",""
"","113","should update a color with valid schema","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","686","changing color to Turquoise should reflect in UI and DOM","Chrome","Wed Mar 18 08:53:29 UTC 2026","passed","Wed Mar 18 08:53:30 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","60","should delete an existing color","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > DELETE /api/colors/:name","","",""
"Performance Test: API Performance Test
File: api-performance.spec.ts
Total Iterations: 985240
Max VUs: 4

HTTP Request Duration:
- Avg: 3.64ms
- P(95): 3.64ms
- Max: 3.64ms

Full metrics attached in the results.","7531","API Performance Test","Performance","Wed Mar 18 08:52:58 UTC 2026","passed","Wed Mar 18 08:53:05 UTC 2026","api-performance.spec.ts","API Performance Test","",""
"","54","should return 404 when updating non-existent color","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","49","should reject omitting both name and hex on update","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","4831","should load the application and verify core functionality across browsers","WebKit","Wed Mar 18 08:53:52 UTC 2026","passed","Wed Mar 18 08:53:57 UTC 2026","Cross-Browser Core Functionality","","",""
"","469","Example #3","BDD","Wed Mar 18 08:53:48 UTC 2026","passed","Wed Mar 18 08:53:49 UTC 2026","Home Page Background Color > Change background color","","",""
"","852","Example #2","BDD","Wed Mar 18 08:53:47 UTC 2026","passed","Wed Mar 18 08:53:48 UTC 2026","Home Page Background Color > Change background color","","",""
"","1667","should maintain accessibility in en language and verify resilient locators","Chrome","Wed Mar 18 08:53:27 UTC 2026","passed","Wed Mar 18 08:53:29 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","857","DELETE /api/colors/{name}","","","passed","","","schemathesis","",""
"","584","changing color to Yellow should reflect in UI and DOM","Chrome","Wed Mar 18 08:53:30 UTC 2026","passed","Wed Mar 18 08:53:31 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","637","verify Red ( #e74c3c ) is applied as the background color","Chrome","Wed Mar 18 08:53:29 UTC 2026","passed","Wed Mar 18 08:53:29 UTC 2026","Background color tests","tests/coverage.spec.ts","",""
"","588","verify Red ( #e74c3c ) is applied as the background color","Chrome","Wed Mar 18 08:53:20 UTC 2026","passed","Wed Mar 18 08:53:21 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","78","GET /api/colors should return all colors","Chrome","Wed Mar 18 08:53:42 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration","","",""
"","607","verify Turquoise ( #1abc9c ) is applied as the background color","Chrome","Wed Mar 18 08:53:19 UTC 2026","passed","Wed Mar 18 08:53:20 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","1945","should load the application and verify core functionality across browsers","Firefox","Wed Mar 18 08:53:51 UTC 2026","passed","Wed Mar 18 08:53:53 UTC 2026","Cross-Browser Core Functionality","","",""
"","982","should render correctly on mobile viewport","Chrome","Wed Mar 18 08:54:36 UTC 2026","passed","Wed Mar 18 08:54:37 UTC 2026","Responsive Design Testing","","",""
"","7949","should meet the accessibility threshold using Google Lighthouse","Chrome","Wed Mar 18 08:53:27 UTC 2026","passed","Wed Mar 18 08:53:35 UTC 2026","Accessibility Tests","tests/a11y.spec.ts","",""
"","601","verify Yellow ( #f1c40f ) is applied as the background color","Chrome","Wed Mar 18 08:53:20 UTC 2026","passed","Wed Mar 18 08:53:21 UTC 2026","POM Refactored: Background color tests","tests/pom-refactored.spec.ts","",""
"","810","check Turquoise ( #1abc9c) is the default background color.","Chrome","Wed Mar 18 08:53:28 UTC 2026","passed","Wed Mar 18 08:53:29 UTC 2026","","tests/coverage.spec.ts","",""
"","648","should display colors that do not exist in the database","Chrome","Wed Mar 18 08:53:19 UTC 2026","passed","Wed Mar 18 08:53:19 UTC 2026","Network Mocking & Interception","tests/network-mocking.spec.ts","",""
"","80","should reject empty name","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","573","changing color to Red should reflect in UI and DOM","Chrome","Wed Mar 18 08:53:30 UTC 2026","passed","Wed Mar 18 08:53:31 UTC 2026","Data-Driven Testing","tests/data-driven.spec.ts","",""
"","1614","POST /api/colors","","","passed","","","schemathesis","",""
"","889","homepage should match snapshot","Chrome","Wed Mar 18 08:54:36 UTC 2026","passed","Wed Mar 18 08:54:37 UTC 2026","Visual Regression","","",""
"","1226","should maintain accessibility in el language and verify resilient locators","Chrome","Wed Mar 18 08:53:30 UTC 2026","passed","Wed Mar 18 08:53:32 UTC 2026","i18n Accessibility Tests","tests/a11y.spec.ts","",""
"","810","should show loading state when API returns empty colors","Chrome","Wed Mar 18 08:53:17 UTC 2026","passed","Wed Mar 18 08:53:18 UTC 2026","UI Error Handling Coverage","tests/error-handling.spec.ts","",""
"","100","should create a new color with valid schema","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"Performance Test: UI Performance Test
File: ui-performance.spec.ts
Total Iterations: 25
Max VUs: 3

HTTP Request Duration:
- Avg: 2.47ms
- P(95): 2.47ms
- Max: 2.47ms

Full metrics attached in the results.","63523","UI Performance Test","Performance","Wed Mar 18 08:54:10 UTC 2026","passed","Wed Mar 18 08:55:14 UTC 2026","ui-performance.spec.ts","UI Performance Test","",""
"","54","GET /api/colors/Yellow should return the correct hex code","Chrome","Wed Mar 18 08:53:42 UTC 2026","passed","Wed Mar 18 08:53:42 UTC 2026","Backend API Integration","","",""
"","28","should reject missing name","Chrome","Wed Mar 18 08:53:43 UTC 2026","passed","Wed Mar 18 08:53:43 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
