"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","Server Unit Tests seedDatabase clears existing colors and re-seeds with 3 defaults","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests seedDatabase clears existing colors and re-seeds with 3 defaults",""
"","45","Frontend Unit Tests App Component fetches and displays colors with exact aria-labels","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component fetches and displays colors with exact aria-labels",""
"","573","should gracefully handle a color not found in the database","Chrome","Sun Apr 05 21:06:42 UTC 2026","passed","Sun Apr 05 21:06:42 UTC 2026","Network Mocking & Interception","","",""
"","","[HIGH] CVE-2026-27903","","","failed","","","Node.js","minimatch-10.0.3",""
"","7","Frontend Unit Tests App Component useEffect only runs once on initial render and not on re-render","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component useEffect only runs once on initial render and not on re-render",""
"","4","Server Unit Tests 405 Method Not Allowed sets the Allow header on /api/colors with correct methods","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests 405 Method Not Allowed sets the Allow header on /api/colors with correct methods",""
"","1618","should not have any automatically detectable accessibility issues","Chrome","Sun Apr 05 21:06:16 UTC 2026","passed","Sun Apr 05 21:06:18 UTC 2026","Accessibility Tests","","",""
"","555","should load the application and verify core functionality across browsers","Chrome","Sun Apr 05 21:06:35 UTC 2026","passed","Sun Apr 05 21:06:35 UTC 2026","Cross-Browser Core Functionality","","",""
"","1","Frontend Unit Tests i18n Configuration should have translation keys in resources","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should have translation keys in resources",""
"","1028","Frontend package.json should not have HIGH/CRITICAL vulnerabilities","Chrome","Sun Apr 05 21:06:46 UTC 2026","passed","Sun Apr 05 21:06:47 UTC 2026","Security Audit Scanning","","",""
"","1026","changing color to Red should reflect in UI and DOM","Chrome","Sun Apr 05 21:06:36 UTC 2026","passed","Sun Apr 05 21:06:37 UTC 2026","Data-Driven Testing","","",""
"","6","Server Unit Tests OpenAPI endpoints serves the OpenAPI JSON spec with correct metadata","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests OpenAPI endpoints serves the OpenAPI JSON spec with correct metadata",""
"","22","Frontend Unit Tests App Component clears previous error on new successful handleColorClick","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component clears previous error on new successful handleColorClick",""
"","40","Frontend Unit Tests App Component renders title and logo with exact strings","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component renders title and logo with exact strings",""
"","7","Frontend Unit Tests App Component handles fetch reject with exact error message","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles fetch reject with exact error message",""
"","5","Server Unit Tests Middleware returns 400 for malformed JSON body","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Middleware returns 400 for malformed JSON body",""
"","977","verify Red ( #e74c3c ) is applied as the background color","Chrome","Sun Apr 05 21:06:30 UTC 2026","passed","Sun Apr 05 21:06:31 UTC 2026","Background color tests","","",""
"","3","Server Unit Tests 405 Method Not Allowed returns 405 for PATCH on /api/colors/:name","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests 405 Method Not Allowed returns 405 for PATCH on /api/colors/:name",""
"","8","Server Unit Tests Surviving Mutants & Edge Cases PUT logic kills name/hex conditional mutants by providing only one field","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases PUT logic kills name/hex conditional mutants by providing only one field",""
"","","[HIGH] CVE-2026-23950","","","failed","","","Node.js","tar-7.5.1",""
"","5","Server Unit Tests POST /api/colors accepts names with alphanumeric characters and spaces","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors accepts names with alphanumeric characters and spaces",""
"","4","Server Unit Tests Error Handling DELETE /api/colors/:name returns 500 when database fails","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling DELETE /api/colors/:name returns 500 when database fails",""
"","5","Server Unit Tests PUT /api/colors/:name returns 400 for invalid hex on update","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name returns 400 for invalid hex on update",""
"","5","Frontend Unit Tests App Component changes language and updates document","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component changes language and updates document",""
"","969","changing color to Turquoise should reflect in UI and DOM","Chrome","Sun Apr 05 21:06:35 UTC 2026","passed","Sun Apr 05 21:06:36 UTC 2026","Data-Driven Testing","","",""
"","6","Server Unit Tests DELETE /api/colors/:name cannot delete the same color twice","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests DELETE /api/colors/:name cannot delete the same color twice",""
"","14","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 404 for non-existent color lookup","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 404 for non-existent color lookup",""
"","626","handle color response missing hex property","Chrome","Sun Apr 05 21:06:34 UTC 2026","passed","Sun Apr 05 21:06:34 UTC 2026","Edge cases and error handling","","",""
"","20","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should update an existing color","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should update an existing color",""
"","10","Server Unit Tests GET /api/colors does not expose _id or __v fields","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors does not expose _id or __v fields",""
"","10","Server Unit Tests GET /api/colors returns an empty array when no colors exist","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors returns an empty array when no colors exist",""
"","10","Server Unit Tests PUT /api/colors/:name updates the hex of an existing color","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name updates the hex of an existing color",""
"","","[HIGH] CVE-2026-23745","","","failed","","","Node.js","tar-7.5.1",""
"","4","Server Unit Tests POST /api/colors returns 400 for name with only spaces","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 for name with only spaces",""
"","568","Backend server/package.json should not have HIGH/CRITICAL vulnerabilities","Chrome","Sun Apr 05 21:06:47 UTC 2026","passed","Sun Apr 05 21:06:48 UTC 2026","Security Audit Scanning","","",""
"","13","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should delete a color","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should delete a color",""
"","15","Frontend Unit Tests App Component handleColorClick handles fetch rejection and logs exact message","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handleColorClick handles fetch rejection and logs exact message",""
"","4","Server Unit Tests Middleware includes CORS headers","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Middleware includes CORS headers",""
"","8","Server Unit Tests GET /api/colors returns JSON content type","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests GET /api/colors returns JSON content type",""
"","792","should handle missing image gracefully by showing alt text","Chrome","Sun Apr 05 21:06:40 UTC 2026","passed","Sun Apr 05 21:06:41 UTC 2026","Network Mocking & Interception","","",""
"","","[HIGH] CVE-2025-64756","","","failed","","","Node.js","glob-11.0.3",""
"","549","changing color to Yellow should reflect in UI and DOM","Chrome","Sun Apr 05 21:06:37 UTC 2026","passed","Sun Apr 05 21:06:38 UTC 2026","Data-Driven Testing","","",""
"","611","should handle color click network failure gracefully","Chrome","Sun Apr 05 21:06:38 UTC 2026","passed","Sun Apr 05 21:06:39 UTC 2026","UI Error Handling Coverage","","",""
"","7","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation Zod required_error messages are correct","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation Zod required_error messages are correct",""
"","5","Server Unit Tests PUT /api/colors/:name updates both name and hex simultaneously","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests PUT /api/colors/:name updates both name and hex simultaneously",""
"","17","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 409 when creating a duplicate color name","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) Error Handling & Constraints should return 409 when creating a duplicate color name",""
"","153","GET /api/colors should return all colors","Chrome","Sun Apr 05 21:06:27 UTC 2026","passed","Sun Apr 05 21:06:27 UTC 2026","Backend API Integration","","",""
"","28","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should create a new color in the real database","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should create a new color in the real database",""
"","7","Server Unit Tests OpenAPI endpoints serves Swagger UI as HTML","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests OpenAPI endpoints serves Swagger UI as HTML",""
"","4","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Error Handling GET /api/colors returns 500 when database fails",""
"","1375","should maintain accessibility in es language and verify resilient locators","Chrome","Sun Apr 05 21:06:24 UTC 2026","passed","Sun Apr 05 21:06:25 UTC 2026","i18n Accessibility Tests","","",""
"","42","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should retrieve all seeded colors","","Sun Apr 05 20:48:54 UTC 2026","passed","Sun Apr 05 20:48:54 UTC 2026","","Server Integration Tests (Testcontainers)","Server Integration Tests (Testcontainers) CRUD Operations with Real MongoDB should retrieve all seeded colors",""
"","16","Frontend Unit Tests App Component handleColorClick handles ok: false (non-200 status) and shows specific error","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handleColorClick handles ok: false (non-200 status) and shows specific error",""
"","1072","should create color via API and verify through UI","Chrome","Sun Apr 05 21:06:39 UTC 2026","passed","Sun Apr 05 21:06:40 UTC 2026","Hybrid E2E Testing","","",""
"","6","Frontend Unit Tests i18n Configuration should handle language change correctly","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests i18n Configuration should handle language change correctly",""
"","1972","should load the application and verify core functionality across browsers","Firefox","Sun Apr 05 20:53:10 UTC 2026","passed","Sun Apr 05 20:53:12 UTC 2026","Cross-Browser Core Functionality","","",""
"","61","should reject invalid hex format on update","Chrome","Sun Apr 05 21:06:28 UTC 2026","passed","Sun Apr 05 21:06:28 UTC 2026","Backend API Integration > PUT /api/colors/:name Schema Validation","","",""
"","5660","check Turquoise ( #1abc9c) is the default background color.","Chrome","Sun Apr 05 21:06:43 UTC 2026","failed","Sun Apr 05 21:06:49 UTC 2026","","","",""
"","7","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation hex regex kills mutants by testing boundaries and formats","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests Surviving Mutants & Edge Cases Regex & Validation hex regex kills mutants by testing boundaries and formats",""
"","62","Frontend Unit Tests App Component handleColorClick does nothing if data is null","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handleColorClick does nothing if data is null",""
"","37","Frontend Unit Tests App Component learn react link has exact text","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component learn react link has exact text",""
"","1018","Example #2","BDD","Sun Apr 05 20:53:05 UTC 2026","passed","Sun Apr 05 20:53:06 UTC 2026","Home Page Background Color > Change background color","","",""
"","55","Frontend Unit Tests App Component handles non-array with length property from initial fetch","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles non-array with length property from initial fetch",""
"","1471","should maintain accessibility in en language and verify resilient locators","Chrome","Sun Apr 05 21:06:22 UTC 2026","passed","Sun Apr 05 21:06:24 UTC 2026","i18n Accessibility Tests","","",""
"","148","GET /api/colors/Yellow should return the correct hex code","Chrome","Sun Apr 05 21:06:27 UTC 2026","passed","Sun Apr 05 21:06:27 UTC 2026","Backend API Integration","","",""
"","4","Server Unit Tests POST /api/colors returns 400 when hex is missing","","Sun Apr 05 20:48:52 UTC 2026","passed","Sun Apr 05 20:48:52 UTC 2026","","Server Unit Tests","Server Unit Tests POST /api/colors returns 400 when hex is missing",""
"","37","should reject invalid hex format","Chrome","Sun Apr 05 21:06:28 UTC 2026","passed","Sun Apr 05 21:06:28 UTC 2026","Backend API Integration > POST /api/colors Schema Validation","","",""
"","68","Frontend Unit Tests App Component handleColorClick does nothing if hex is missing (kills Line 34 mutants)","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handleColorClick does nothing if hex is missing (kills Line 34 mutants)",""
"","55","Frontend Unit Tests App Component handles null data or non-array from initial fetch and stays default","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component handles null data or non-array from initial fetch and stays default",""
"","28","Frontend Unit Tests App Component changes background color and checks exact fetch URL","","Sun Apr 05 20:48:22 UTC 2026","passed","Sun Apr 05 20:48:22 UTC 2026","","Frontend Unit Tests","Frontend Unit Tests App Component changes background color and checks exact fetch URL",""
